tick,liveCells,deadCells,emptyCells,avgFood,totalFood,maxHeight,avgAntibiotic,maxAntibiotic
4789,2383,0,7617,0.233062,2330.62,60,0,0
4790,2383,0,7617,0.233029,2330.29,60,0,0
4791,2383,0,7617,0.233,2330,60,0,0
4792,2384,0,7616,0.23297,2329.7,61,0,0
4793,2384,0,7616,0.232927,2329.27,61,0,0
4794,2384,0,7616,0.232893,2328.93,61,0,0
4795,2386,0,7614,0.232865,2328.65,61,0,0
4796,2386,0,7614,0.232786,2327.86,61,0,0
4797,2387,0,7613,0.232728,2327.28,61,0,0
4798,2388,0,7612,0.232655,2326.55,61,0,0
4799,2388,0,7612,0.232575,2325.75,61,0,0
4800,2388,0,7612,0.232522,2325.22,61,0,0
4801,2388,0,7612,0.232479,2324.79,61,0,0
4802,2389,0,7611,0.232435,2324.35,61,0,0
4803,2389,0,7611,0.232372,2323.72,61,0,0
4804,2391,0,7609,0.23232,2323.2,61,0,0
4805,2391,0,7609,0.232253,2322.53,61,0,0
4806,2392,0,7608,0.2322,2322,61,0,0
4807,2392,0,7608,0.232141,2321.41,61,0,0
4808,2392,0,7608,0.2321,2321,61,0,0
4809,2393,0,7607,0.232067,2320.67,61,0,0
4810,2397,0,7603,0.232002,2320.02,61,0,0
4811,2397,0,7603,0.231854,2318.54,61,0,0
4812,2397,0,7603,0.231746,2317.46,61,0,0
4813,2397,0,7603,0.231661,2316.61,61,0,0
4814,2397,0,7603,0.231578,2315.78,61,0,0
4815,2398,0,7602,0.231507,2315.07,61,0,0
4816,2398,0,7602,0.231429,2314.29,61,0,0
4817,2400,0,7600,0.231373,2313.73,61,0,0
4818,2401,0,7599,0.231286,2312.86,61,0,0
4819,2402,0,7598,0.23121,2312.1,61,0,0
4820,2402,0,7598,0.231127,2311.27,61,0,0
4821,2403,0,7597,0.231057,2310.57,61,0,0
4822,2403,0,7597,0.230983,2309.83,61,0,0
4823,2404,0,7596,0.230925,2309.25,61,0,0
4824,2404,0,7596,0.230864,2308.64,61,0,0
4825,2404,0,7596,0.230807,2308.07,61,0,0
4826,2406,0,7594,0.230762,2307.62,61,0,0
4827,2407,0,7593,0.230677,2306.77,61,0,0
4828,2408,0,7592,0.230598,2305.98,61,0,0
4829,2408,0,7592,0.230523,2305.23,61,0,0
4830,2410,0,7590,0.230454,2304.54,61,0,0
4831,2410,0,7590,0.230336,2303.36,61,0,0
4832,2411,0,7589,0.230243,2302.43,61,0,0
4833,2412,0,7588,0.230156,2301.56,61,0,0
4834,2412,0,7588,0.230065,2300.65,61,0,0
4835,2412,0,7588,0.229991,2299.91,61,0,0
4836,2412,0,7588,0.229939,2299.39,61,0,0
4837,2413,0,7587,0.229893,2298.93,61,0,0
4838,2413,0,7587,0.229831,2298.31,61,0,0
4839,2413,0,7587,0.229786,2297.86,61,0,0
4840,2413,0,7587,0.229749,2297.49,61,0,0
4841,2414,0,7586,0.229712,2297.12,61,0,0
4842,2414,0,7586,0.229653,2296.53,61,0,0
4843,2414,0,7586,0.229603,2296.03,61,0,0
4844,2416,0,7584,0.229559,2295.59,61,0,0
4845,2416,0,7584,0.229487,2294.87,61,0,0
4846,2416,0,7584,0.229431,2294.31,61,0,0
4847,2416,0,7584,0.229383,2293.83,61,0,0
4848,2416,0,7584,0.22934,2293.4,61,0,0
4849,2416,0,7584,0.22931,2293.1,61,0,0
4850,2417,0,7583,0.229295,2292.95,61,0,0
4851,2418,0,7582,0.229262,2292.62,61,0,0
4852,2418,0,7582,0.229201,2292.01,61,0,0
4853,2419,0,7581,0.229151,2291.51,61,0,0
4854,2420,0,7580,0.229084,2290.84,61,0,0
4855,2420,0,7580,0.229,2290,61,0,0
4856,2420,0,7580,0.228945,2289.45,61,0,0
4857,2421,0,7579,0.228903,2289.03,61,0,0
4858,2423,0,7577,0.228843,2288.43,61,0,0
4859,2425,0,7575,0.228743,2287.43,61,0,0
4860,2426,0,7574,0.228609,2286.09,61,0,0
4861,2426,0,7574,0.228487,2284.87,61,0,0
4862,2427,0,7573,0.228388,2283.88,61,0,0
4863,2428,0,7572,0.228289,2282.89,61,0,0
4864,2429,0,7571,0.228196,2281.96,61,0,0
4865,2430,0,7570,0.228108,2281.08,61,0,0
4866,2431,0,7569,0.228022,2280.22,61,0,0
4867,2431,0,7569,0.227937,2279.37,61,0,0
4868,2432,0,7568,0.227867,2278.67,61,0,0
4869,2432,0,7568,0.227785,2277.85,61,0,0
4870,2432,0,7568,0.227721,2277.21,61,0,0
4871,2432,0,7568,0.227665,2276.65,61,0,0
4872,2433,0,7567,0.227608,2276.08,61,0,0
4873,2433,0,7567,0.227559,2275.59,61,0,0
4874,2433,0,7567,0.227533,2275.33,61,0,0
4875,2433,0,7567,0.227505,2275.05,61,0,0
4876,2434,0,7566,0.227489,2274.89,61,0,0
4877,2435,0,7565,0.227452,2274.52,61,0,0
4878,2436,0,7564,0.227405,2274.05,61,0,0
4879,2436,0,7564,0.227347,2273.47,61,0,0
4880,2437,0,7563,0.227296,2272.96,61,0,0
4881,2437,0,7563,0.227237,2272.37,61,0,0
4882,2437,0,7563,0.227183,2271.83,61,0,0
4883,2437,0,7563,0.227134,2271.34,61,0,0
4884,2437,0,7563,0.227086,2270.86,61,0,0
4885,2437,0,7563,0.227049,2270.49,61,0,0
4886,2437,0,7563,0.227023,2270.23,61,0,0
4887,2438,0,7562,0.226996,2269.96,61,0,0
4888,2439,0,7561,0.226956,2269.56,61,0,0
4889,2439,0,7561,0.226907,2269.07,61,0,0
4890,2441,0,7559,0.226866,2268.66,61,0,0
4891,2441,0,7559,0.226795,2267.95,61,0,0
4892,2441,0,7559,0.226735,2267.35,61,0,0
4893,2441,0,7559,0.226682,2266.82,61,0,0
4894,2441,0,7559,0.226639,2266.39,61,0,0
4895,2442,0,7558,0.226604,2266.04,61,0,0
4896,2443,0,7557,0.226555,2265.55,61,0,0
4897,2445,0,7555,0.226481,2264.81,61,0,0
4898,2446,0,7554,0.226377,2263.77,61,0,0
4899,2448,0,7552,0.226271,2262.71,61,0,0
4900,2448,0,7552,0.226144,2261.44,61,0,0
4901,2449,0,7551,0.226039,2260.39,61,0,0
4902,2449,0,7551,0.225938,2259.38,61,0,0
4903,2449,0,7551,0.225855,2258.55,61,0,0
4904,2449,0,7551,0.225787,2257.87,61,0,0
4905,2449,0,7551,0.225745,2257.45,61,0,0
4906,2450,0,7550,0.225713,2257.13,61,0,0
4907,2451,0,7549,0.225683,2256.83,61,0,0
4908,2451,0,7549,0.225644,2256.44,61,0,0
4909,2451,0,7549,0.225607,2256.07,61,0,0
4910,2452,0,7548,0.225573,2255.73,61,0,0
4911,2452,0,7548,0.225531,2255.31,61,0,0
4912,2453,0,7547,0.225498,2254.98,61,0,0
4913,2453,0,7547,0.225449,2254.49,61,0,0
4914,2453,0,7547,0.225404,2254.04,61,0,0
4915,2453,0,7547,0.225362,2253.62,61,0,0
4916,2454,0,7546,0.225326,2253.26,61,0,0
4917,2454,0,7546,0.22527,2252.7,61,0,0
4918,2456,0,7544,0.225221,2252.21,62,0,0
4919,2457,0,7543,0.22513,2251.3,62,0,0
4920,2457,0,7543,0.225047,2250.47,62,0,0
4921,2457,0,7543,0.224985,2249.85,62,0,0
4922,2459,0,7541,0.224932,2249.32,62,0,0
4923,2459,0,7541,0.224861,2248.61,62,0,0
4924,2459,0,7541,0.224815,2248.15,62,0,0
4925,2459,0,7541,0.22478,2247.8,62,0,0
4926,2459,0,7541,0.224747,2247.47,62,0,0
4927,2459,0,7541,0.224723,2247.23,62,0,0
4928,2460,0,7540,0.224699,2246.99,62,0,0
4929,2460,0,7540,0.224653,2246.53,62,0,0
4930,2460,0,7540,0.224611,2246.11,62,0,0
4931,2460,0,7540,0.224574,2245.74,62,0,0
4932,2461,0,7539,0.224543,2245.43,62,0,0
4933,2463,0,7537,0.224495,2244.95,62,0,0
4934,2463,0,7537,0.224427,2244.27,62,0,0
4935,2463,0,7537,0.224368,2243.68,62,0,0
4936,2463,0,7537,0.224323,2243.23,62,0,0
4937,2464,0,7536,0.224281,2242.81,62,0,0
4938,2465,0,7535,0.224217,2242.17,62,0,0
4939,2465,0,7535,0.224151,2241.51,62,0,0
4940,2466,0,7534,0.224096,2240.96,62,0,0
4941,2467,0,7533,0.224014,2240.14,63,0,0
4942,2467,0,7533,0.223918,2239.18,63,0,0
4943,2467,0,7533,0.223842,2238.42,63,0,0
4944,2467,0,7533,0.223776,2237.76,63,0,0
4945,2467,0,7533,0.223722,2237.22,63,0,0
4946,2468,0,7532,0.22369,2236.9,63,0,0
4947,2468,0,7532,0.223639,2236.39,63,0,0
4948,2468,0,7532,0.223599,2235.99,63,0,0
4949,2468,0,7532,0.223579,2235.79,63,0,0
4950,2468,0,7532,0.223558,2235.58,63,0,0
4951,2469,0,7531,0.223539,2235.39,63,0,0
4952,2470,0,7530,0.223495,2234.95,63,0,0
4953,2473,0,7527,0.223431,2234.31,63,0,0
4954,2473,0,7527,0.223291,2232.91,63,0,0
4955,2473,0,7527,0.223194,2231.94,63,0,0
4956,2474,0,7526,0.223115,2231.15,63,0,0
4957,2475,0,7525,0.223024,2230.24,63,0,0
4958,2475,0,7525,0.222927,2229.27,63,0,0
4959,2475,0,7525,0.222862,2228.62,63,0,0
4960,2475,0,7525,0.222813,2228.13,63,0,0
4961,2475,0,7525,0.222776,2227.76,63,0,0
4962,2475,0,7525,0.222744,2227.44,63,0,0
4963,2476,0,7524,0.222718,2227.18,63,0,0
4964,2476,0,7524,0.222665,2226.65,63,0,0
4965,2477,0,7523,0.222631,2226.31,63,0,0
4966,2478,0,7522,0.222586,2225.86,63,0,0
4967,2479,0,7521,0.222528,2225.28,63,0,0
4968,2480,0,7520,0.222445,2224.45,63,0,0
4969,2481,0,7519,0.22236,2223.6,63,0,0
4970,2481,0,7519,0.222283,2222.83,63,0,0
4971,2481,0,7519,0.222217,2222.17,63,0,0
4972,2482,0,7518,0.222166,2221.66,63,0,0
4973,2482,0,7518,0.222105,2221.05,63,0,0
4974,2482,0,7518,0.222054,2220.54,63,0,0
4975,2482,0,7518,0.222018,2220.18,63,0,0
4976,2483,0,7517,0.221981,2219.81,63,0,0
4977,2486,0,7514,0.221928,2219.28,63,0,0
4978,2487,0,7513,0.221805,2218.05,63,0,0
4979,2487,0,7513,0.221697,2216.97,63,0,0
4980,2487,0,7513,0.221615,2216.15,63,0,0
4981,2487,0,7513,0.221545,2215.45,63,0,0
4982,2487,0,7513,0.22148,2214.8,63,0,0
4983,2488,0,7512,0.221416,2214.16,63,0,0
4984,2488,0,7512,0.221358,2213.58,63,0,0
4985,2488,0,7512,0.221322,2213.22,63,0,0
4986,2489,0,7511,0.2213,2213,63,0,0
4987,2489,0,7511,0.221255,2212.55,63,0,0
4988,2489,0,7511,0.221215,2212.15,63,0,0
4989,2489,0,7511,0.221187,2211.87,63,0,0
4990,2489,0,7511,0.221159,2211.59,63,0,0
4991,2490,0,7510,0.221138,2211.38,63,0,0
4992,2490,0,7510,0.221095,2210.95,63,0,0
4993,2491,0,7509,0.221064,2210.64,63,0,0
4994,2492,0,7508,0.221029,2210.29,63,0,0
4995,2492,0,7508,0.220973,2209.73,63,0,0
4996,2492,0,7508,0.220928,2209.28,63,0,0
4997,2492,0,7508,0.220888,2208.88,63,0,0
4998,2492,0,7508,0.22085,2208.5,63,0,0
4999,2492,0,7508,0.220818,2208.18,63,0,0
5000,2493,0,7507,0.220788,2207.88,63,0,0
5001,2493,0,7507,0.220702,2207.02,63,0,0
5002,2493,0,7507,0.220666,2206.66,63,0,0
5003,2496,0,7504,0.220636,2206.36,63,0,0
5004,2498,0,7502,0.220549,2205.49,63,0,0
5005,2498,0,7502,0.220443,2204.43,63,0,0
5006,2500,0,7500,0.220365,2203.65,63,0,0
5007,2501,0,7499,0.220257,2202.57,63,0,0
5008,2501,0,7499,0.220136,2201.36,63,0,0
5009,2501,0,7499,0.220032,2200.32,63,0,0
5010,2501,0,7499,0.219937,2199.36,63,0,0
5011,2501,0,7499,0.219862,2198.62,63,0,0
5012,2501,0,7499,0.219803,2198.03,63,0,0
5013,2501,0,7499,0.219777,2197.77,63,0,0
5014,2502,0,7498,0.219758,2197.58,63,0,0
5015,2502,0,7498,0.219724,2197.24,63,0,0
5016,2502,0,7498,0.2197,2197,63,0,0
5017,2502,0,7498,0.219677,2196.77,63,0,0
5018,2502,0,7498,0.21966,2196.6,63,0,0
5019,2502,0,7498,0.219644,2196.44,63,0,0
5020,2502,0,7498,0.219629,2196.29,63,0,0
5021,2503,0,7497,0.219621,2196.21,63,0,0
5022,2503,0,7497,0.219596,2195.96,63,0,0
5023,2503,0,7497,0.219575,2195.75,63,0,0
5024,2503,0,7497,0.21956,2195.6,63,0,0
5025,2503,0,7497,0.219545,2195.45,63,0,0
5026,2503,0,7497,0.219531,2195.31,63,0,0
5027,2503,0,7497,0.219515,2195.15,63,0,0
5028,2503,0,7497,0.219501,2195.01,63,0,0
5029,2503,0,7497,0.219486,2194.86,63,0,0
5030,2503,0,7497,0.219471,2194.71,63,0,0
5031,2503,0,7497,0.219461,2194.61,63,0,0
5032,2503,0,7497,0.219456,2194.56,63,0,0
5033,2504,0,7496,0.219452,2194.52,63,0,0
5034,2504,0,7496,0.219424,2194.24,63,0,0
5035,2504,0,7496,0.219401,2194.01,63,0,0
5036,2504,0,7496,0.219382,2193.82,63,0,0
5037,2505,0,7495,0.219365,2193.65,63,0,0
5038,2505,0,7495,0.219324,2193.24,63,0,0
5039,2507,0,7493,0.219289,2192.89,63,0,0
5040,2507,0,7493,0.219216,2192.16,63,0,0
5041,2507,0,7493,0.219165,2191.65,63,0,0
5042,2509,0,7491,0.219124,2191.24,63,0,0
5043,2509,0,7491,0.219044,2190.44,63,0,0
5044,2509,0,7491,0.21898,2189.8,63,0,0
5045,2509,0,7491,0.218939,2189.39,63,0,0
5046,2509,0,7491,0.218902,2189.02,63,0,0
5047,2510,0,7490,0.218873,2188.73,63,0,0
5048,2510,0,7490,0.218834,2188.34,63,0,0
5049,2510,0,7490,0.218808,2188.08,63,0,0
5050,2510,0,7490,0.218787,2187.87,63,0,0
5051,2510,0,7490,0.218767,2187.67,63,0,0
5052,2510,0,7490,0.218746,2187.46,63,0,0
5053,2510,0,7490,0.218727,2187.27,63,0,0
5054,2510,0,7490,0.218707,2187.07,63,0,0
5055,2510,0,7490,0.218689,2186.89,63,0,0
5056,2510,0,7490,0.218672,2186.72,63,0,0
5057,2510,0,7490,0.218661,2186.61,63,0,0
5058,2510,0,7490,0.218648,2186.48,63,0,0
5059,2510,0,7490,0.21864,2186.4,63,0,0
5060,2510,0,7490,0.218631,2186.31,63,0,0
5061,2510,0,7490,0.218622,2186.22,63,0,0
5062,2510,0,7490,0.218613,2186.13,63,0,0
5063,2510,0,7490,0.218608,2186.08,63,0,0
5064,2510,0,7490,0.218603,2186.03,63,0,0
5065,2510,0,7490,0.218598,2185.98,63,0,0
5066,2510,0,7490,0.218594,2185.94,63,0,0
5067,2510,0,7490,0.218589,2185.89,63,0,0
5068,2510,0,7490,0.218585,2185.85,63,0,0
5069,2510,0,7490,0.21858,2185.8,63,0,0
5070,2510,0,7490,0.218576,2185.76,63,0,0
5071,2510,0,7490,0.218571,2185.71,63,0,0
5072,2510,0,7490,0.218566,2185.66,63,0,0
5073,2510,0,7490,0.218562,2185.62,63,0,0
5074,2510,0,7490,0.218557,2185.57,63,0,0
5075,2510,0,7490,0.218552,2185.52,63,0,0
5076,2511,0,7489,0.218548,2185.48,64,0,0
5077,2511,0,7489,0.218517,2185.17,64,0,0
5078,2511,0,7489,0.218493,2184.93,64,0,0
5079,2511,0,7489,0.218473,2184.73,64,0,0
5080,2511,0,7489,0.218454,2184.54,64,0,0
5081,2511,0,7489,0.218436,2184.36,64,0,0
5082,2511,0,7489,0.218426,2184.26,64,0,0
5083,2512,0,7488,0.218413,2184.13,64,0,0
5084,2512,0,7488,0.218375,2183.75,64,0,0
5085,2512,0,7488,0.218344,2183.44,64,0,0
5086,2512,0,7488,0.21832,2183.2,64,0,0
5087,2513,0,7487,0.218298,2182.98,64,0,0
5088,2513,0,7487,0.218272,2182.72,64,0,0
5089,2513,0,7487,0.21825,2182.5,64,0,0
5090,2513,0,7487,0.218233,2182.33,64,0,0
5091,2513,0,7487,0.218214,2182.14,64,0,0
5092,2513,0,7487,0.218198,2181.98,64,0,0
5093,2513,0,7487,0.218182,2181.82,64,0,0
5094,2514,0,7486,0.218165,2181.65,64,0,0
5095,2514,0,7486,0.218126,2181.26,64,0,0
5096,2515,0,7485,0.2181,2181,64,0,0
5097,2515,0,7485,0.21806,2180.6,64,0,0
5098,2515,0,7485,0.218025,2180.25,64,0,0
5099,2515,0,7485,0.217993,2179.93,64,0,0
5100,2515,0,7485,0.217971,2179.71,64,0,0
5101,2516,0,7484,0.217955,2179.55,64,0,0
5102,2517,0,7483,0.217904,2179.04,64,0,0
5103,2518,0,7482,0.217837,2178.37,64,0,0
5104,2518,0,7482,0.21776,2177.6,64,0,0
5105,2518,0,7482,0.217699,2176.99,64,0,0
5106,2518,0,7482,0.217658,2176.58,64,0,0
5107,2518,0,7482,0.217627,2176.27,64,0,0
5108,2518,0,7482,0.217597,2175.97,64,0,0
5109,2518,0,7482,0.217573,2175.73,64,0,0
5110,2520,0,7480,0.217563,2175.63,64,0,0
5111,2520,0,7480,0.217516,2175.17,64,0,0
5112,2520,0,7480,0.21748,2174.8,64,0,0
5113,2520,0,7480,0.21745,2174.5,64,0,0
5114,2520,0,7480,0.217421,2174.21,64,0,0
5115,2520,0,7480,0.217393,2173.93,64,0,0
5116,2520,0,7480,0.217366,2173.66,64,0,0
5117,2520,0,7480,0.217345,2173.45,64,0,0
5118,2521,0,7479,0.217331,2173.3,64,0,0
5119,2521,0,7479,0.217302,2173.02,64,0,0
5120,2521,0,7479,0.217277,2172.77,64,0,0
5121,2521,0,7479,0.21726,2172.6,64,0,0
5122,2521,0,7479,0.217243,2172.43,64,0,0
5123,2521,0,7479,0.217227,2172.27,64,0,0
5124,2521,0,7479,0.217211,2172.11,64,0,0
5125,2523,0,7477,0.217195,2171.95,64,0,0
5126,2523,0,7477,0.217129,2171.29,64,0,0
5127,2523,0,7477,0.217076,2170.76,64,0,0
5128,2523,0,7477,0.21704,2170.4,64,0,0
5129,2523,0,7477,0.217005,2170.05,64,0,0
5130,2523,0,7477,0.21698,2169.8,64,0,0
5131,2523,0,7477,0.216964,2169.64,64,0,0
5132,2524,0,7476,0.216955,2169.55,64,0,0
5133,2525,0,7475,0.216919,2169.19,64,0,0
5134,2525,0,7475,0.21687,2168.7,64,0,0
5135,2526,0,7474,0.216835,2168.35,64,0,0
5136,2526,0,7474,0.216769,2167.69,64,0,0
5137,2527,0,7473,0.216712,2167.12,64,0,0
5138,2527,0,7473,0.21664,2166.4,64,0,0
5139,2527,0,7473,0.216584,2165.84,64,0,0
5140,2529,0,7471,0.216536,2165.36,64,0,0
5141,2530,0,7470,0.216464,2164.64,64,0,0
5142,2530,0,7470,0.216378,2163.78,64,0,0
5143,2530,0,7470,0.216318,2163.18,64,0,0
5144,2530,0,7470,0.216273,2162.73,64,0,0
5145,2530,0,7470,0.216229,2162.29,64,0,0
5146,2530,0,7470,0.216187,2161.87,64,0,0
5147,2532,0,7468,0.216168,2161.68,64,0,0
5148,2533,0,7467,0.216104,2161.04,64,0,0
5149,2534,0,7466,0.216019,2160.19,64,0,0
5150,2535,0,7465,0.215941,2159.41,64,0,0
5151,2536,0,7464,0.215852,2158.52,64,0,0
5152,2536,0,7464,0.215749,2157.49,64,0,0
5153,2536,0,7464,0.215667,2156.67,64,0,0
5154,2537,0,7463,0.215613,2156.13,64,0,0
5155,2537,0,7463,0.215537,2155.37,64,0,0
5156,2539,0,7461,0.215469,2154.69,64,0,0
5157,2540,0,7460,0.215363,2153.63,64,0,0
5158,2540,0,7460,0.21527,2152.7,64,0,0
5159,2541,0,7459,0.215195,2151.95,64,0,0
5160,2543,0,7457,0.215103,2151.03,64,0,0
5161,2543,0,7457,0.214985,2149.85,64,0,0
5162,2544,0,7456,0.214894,2148.94,64,0,0
5163,2545,0,7455,0.214821,2148.21,64,0,0
5164,2546,0,7454,0.214747,2147.47,64,0,0
5165,2546,0,7454,0.214683,2146.83,64,0,0
5166,2546,0,7454,0.21464,2146.4,64,0,0
5167,2546,0,7454,0.214601,2146.01,64,0,0
5168,2546,0,7454,0.214562,2145.62,64,0,0
5169,2547,0,7453,0.214525,2145.25,64,0,0
5170,2547,0,7453,0.214465,2144.65,64,0,0
5171,2547,0,7453,0.214417,2144.17,64,0,0
5172,2549,0,7451,0.214379,2143.79,65,0,0
5173,2549,0,7451,0.214301,2143.01,65,0,0
5174,2550,0,7450,0.214234,2142.33,65,0,0
5175,2550,0,7450,0.214148,2141.48,65,0,0
5176,2553,0,7447,0.214078,2140.78,65,0,0
5177,2554,0,7446,0.21396,2139.6,65,0,0
5178,2554,0,7446,0.213865,2138.65,65,0,0
5179,2554,0,7446,0.213794,2137.94,65,0,0
5180,2555,0,7445,0.213745,2137.45,65,0,0
5181,2555,0,7445,0.213679,2136.79,65,0,0
5182,2556,0,7444,0.21362,2136.2,65,0,0
5183,2558,0,7442,0.213553,2135.53,65,0,0
5184,2558,0,7442,0.213459,2134.59,65,0,0
5185,2560,0,7440,0.213384,2133.84,65,0,0
5186,2561,0,7439,0.213266,2132.66,66,0,0
5187,2562,0,7438,0.213148,2131.48,66,0,0
5188,2562,0,7438,0.213017,2130.17,66,0,0
5189,2563,0,7437,0.212906,2129.06,66,0,0
5190,2564,0,7436,0.212791,2127.91,66,0,0
5191,2565,0,7435,0.212685,2126.85,66,0,0
5192,2567,0,7433,0.212597,2125.97,66,0,0
5193,2569,0,7431,0.212494,2124.94,66,0,0
5194,2569,0,7431,0.21238,2123.8,66,0,0
5195,2569,0,7431,0.212289,2122.89,66,0,0
5196,2570,0,7430,0.212205,2122.05,66,0,0
5197,2570,0,7430,0.212111,2121.11,66,0,0
5198,2571,0,7429,0.212047,2120.47,66,0,0
5199,2571,0,7429,0.211978,2119.78,66,0,0
5200,2571,0,7429,0.211925,2119.25,66,0,0
5201,2571,0,7429,0.211879,2118.79,66,0,0
5202,2572,0,7428,0.211835,2118.35,66,0,0
5203,2573,0,7427,0.211775,2117.75,66,0,0
5204,2573,0,7427,0.211691,2116.91,66,0,0
5205,2576,0,7424,0.211623,2116.23,66,0,0
5206,2576,0,7424,0.211514,2115.14,66,0,0
5207,2576,0,7424,0.211433,2114.33,66,0,0
5208,2576,0,7424,0.211371,2113.71,66,0,0
5209,2577,0,7423,0.211312,2113.12,66,0,0
5210,2580,0,7420,0.211243,2112.43,66,0,0
5211,2581,0,7419,0.21114,2111.4,66,0,0
5212,2582,0,7418,0.21104,2110.4,66,0,0
5213,2583,0,7417,0.210953,2109.53,66,0,0
5214,2584,0,7416,0.210859,2108.59,66,0,0
5215,2585,0,7415,0.210768,2107.68,66,0,0
5216,2586,0,7414,0.210679,2106.79,66,0,0
5217,2586,0,7414,0.210568,2105.68,66,0,0
5218,2587,0,7413,0.210474,2104.74,66,0,0
5219,2587,0,7413,0.210355,2103.55,66,0,0
5220,2588,0,7412,0.210263,2102.63,66,0,0
5221,2589,0,7411,0.210174,2101.74,66,0,0
5222,2589,0,7411,0.210089,2100.89,66,0,0
5223,2590,0,7410,0.210017,2100.17,66,0,0
5224,2590,0,7410,0.209946,2099.46,66,0,0
5225,2591,0,7409,0.209885,2098.85,66,0,0
5226,2591,0,7409,0.20982,2098.2,66,0,0
5227,2592,0,7408,0.209761,2097.61,66,0,0
5228,2592,0,7408,0.209693,2096.93,66,0,0
5229,2594,0,7406,0.209642,2096.42,66,0,0
5230,2594,0,7406,0.209545,2095.45,66,0,0
5231,2594,0,7406,0.209459,2094.59,66,0,0
5232,2595,0,7405,0.209391,2093.91,66,0,0
5233,2595,0,7405,0.209311,2093.11,66,0,0
5234,2595,0,7405,0.209266,2092.66,66,0,0
5235,2595,0,7405,0.209222,2092.22,66,0,0
5236,2595,0,7405,0.209191,2091.91,66,0,0
5237,2595,0,7405,0.209167,2091.67,66,0,0
5238,2596,0,7404,0.209141,2091.41,66,0,0
5239,2596,0,7404,0.209097,2090.97,66,0,0
5240,2596,0,7404,0.209061,2090.61,66,0,0
5241,2596,0,7404,0.209026,2090.26,66,0,0
5242,2599,0,7401,0.208996,2089.96,66,0,0
5243,2599,0,7401,0.208907,2089.07,66,0,0
5244,2601,0,7399,0.208835,2088.35,66,0,0
5245,2601,0,7399,0.208732,2087.32,66,0,0
5246,2601,0,7399,0.20865,2086.5,66,0,0
5247,2602,0,7398,0.208586,2085.85,66,0,0
5248,2602,0,7398,0.208513,2085.13,66,0,0
5249,2603,0,7397,0.208454,2084.54,66,0,0
5250,2603,0,7397,0.208381,2083.81,66,0,0
5251,2603,0,7397,0.20833,2083.3,66,0,0
5252,2604,0,7396,0.208294,2082.94,66,0,0
5253,2604,0,7396,0.208242,2082.42,66,0,0
5254,2604,0,7396,0.208199,2081.99,66,0,0
5255,2604,0,7396,0.208159,2081.59,66,0,0
5256,2604,0,7396,0.20813,2081.3,66,0,0
5257,2604,0,7396,0.208103,2081.03,66,0,0
5258,2606,0,7394,0.208079,2080.79,66,0,0
5259,2607,0,7393,0.208019,2080.19,66,0,0
5260,2607,0,7393,0.207954,2079.54,66,0,0
5261,2607,0,7393,0.2079,2079,66,0,0
5262,2607,0,7393,0.207857,2078.57,66,0,0
5263,2607,0,7393,0.207821,2078.21,66,0,0
5264,2609,0,7391,0.207784,2077.84,66,0,0
5265,2609,0,7391,0.207722,2077.22,66,0,0
5266,2610,0,7390,0.207675,2076.75,66,0,0
5267,2611,0,7389,0.207625,2076.25,66,0,0
5268,2611,0,7389,0.207554,2075.54,66,0,0
5269,2611,0,7389,0.207496,2074.96,66,0,0
5270,2611,0,7389,0.20745,2074.5,66,0,0
5271,2611,0,7389,0.207405,2074.05,66,0,0
5272,2611,0,7389,0.20736,2073.6,66,0,0
5273,2611,0,7389,0.207322,2073.22,66,0,0
5274,2611,0,7389,0.207299,2072.99,66,0,0
5275,2611,0,7389,0.207278,2072.78,66,0,0
5276,2614,0,7386,0.207261,2072.6,66,0,0
5277,2616,0,7384,0.207178,2071.78,66,0,0
5278,2616,0,7384,0.207074,2070.74,66,0,0
5279,2616,0,7384,0.206994,2069.94,66,0,0
5280,2617,0,7383,0.206925,2069.25,66,0,0
5281,2617,0,7383,0.20686,2068.6,66,0,0
5282,2618,0,7382,0.206814,2068.14,66,0,0
5283,2618,0,7382,0.20675,2067.5,66,0,0
5284,2618,0,7382,0.206707,2067.07,66,0,0
5285,2618,0,7382,0.206675,2066.75,66,0,0
5286,2618,0,7382,0.206642,2066.42,66,0,0
5287,2619,0,7381,0.206611,2066.11,66,0,0
5288,2619,0,7381,0.206554,2065.54,66,0,0
5289,2619,0,7381,0.206503,2065.03,66,0,0
5290,2619,0,7381,0.206461,2064.61,66,0,0
5291,2619,0,7381,0.206424,2064.24,66,0,0
5292,2619,0,7381,0.206392,2063.92,66,0,0
5293,2621,0,7379,0.206368,2063.68,66,0,0
5294,2621,0,7379,0.206323,2063.23,66,0,0
5295,2621,0,7379,0.206285,2062.85,66,0,0
5296,2622,0,7378,0.206254,2062.54,66,0,0
5297,2622,0,7378,0.206199,2061.99,66,0,0
5298,2622,0,7378,0.206154,2061.54,66,0,0
5299,2623,0,7377,0.20612,2061.2,66,0,0
5300,2623,0,7377,0.20607,2060.7,66,0,0
5301,2623,0,7377,0.206029,2060.29,66,0,0
5302,2623,0,7377,0.205993,2059.93,66,0,0
5303,2624,0,7376,0.205958,2059.58,66,0,0
5304,2624,0,7376,0.205902,2059.02,66,0,0
5305,2625,0,7375,0.205859,2058.59,66,0,0
